B2,B3,B4,B5,B6,B7,B8,B8A,CLASSNAME,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0292,0.0539,0.0432,0.1146,0.2121,0.2375,0.2292,0.2592,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.033,0.0594,0.048,0.1232,0.2538,0.2785,0.2676,0.3077,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0377,0.0648,0.0572,0.1165,0.2026,0.2286,0.2186,0.252,5,,,
0.0607,0.0845,0.0927,0.1395,0.2191,0.2427,0.2552,0.2702,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.0471,0.0815,0.0738,0.1335,0.2088,0.2376,0.2378,0.2586,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0623,0.0868,0.0968,0.1367,0.2163,0.2369,0.2326,0.2595,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.0349,0.0614,0.0575,0.1125,0.1961,0.2221,0.214,0.244,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0569,0.0849,0.0873,0.1395,0.2191,0.2427,0.2424,0.2702,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.0623,0.0868,0.0968,0.1367,0.2163,0.2369,0.2326,0.2595,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0569,0.0849,0.0873,0.1395,0.2191,0.2427,0.2424,0.2702,5,,,
0.028,0.0539,0.0446,0.1146,0.2121,0.2375,0.235,0.2592,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0623,0.0868,0.0968,0.1367,0.2163,0.2369,0.2326,0.2595,5,,,
0.0607,0.0845,0.0927,0.1395,0.2191,0.2427,0.2552,0.2702,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0365,0.0631,0.0565,0.1125,0.1961,0.2221,0.218,0.244,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.028,0.0539,0.0446,0.1146,0.2121,0.2375,0.235,0.2592,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.028,0.0539,0.0446,0.1146,0.2121,0.2375,0.235,0.2592,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.0569,0.0849,0.0873,0.1395,0.2191,0.2427,0.2424,0.2702,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.028,0.0539,0.0446,0.1146,0.2121,0.2375,0.235,0.2592,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0291,0.0512,0.0458,0.1172,0.2104,0.2391,0.2254,0.2657,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.0639,0.0978,0.0888,0.1384,0.2593,0.2815,0.27,0.3076,5,,,
0.0639,0.0978,0.0888,0.1384,0.2593,0.2815,0.27,0.3076,5,,,
0.0288,0.0586,0.0531,0.1198,0.2213,0.2408,0.2316,0.2661,5,,,
0.0291,0.0512,0.0458,0.1172,0.2104,0.2391,0.2254,0.2657,5,,,
0.0401,0.0641,0.0579,0.1165,0.2026,0.2286,0.2218,0.252,5,,,
0.0569,0.0849,0.0873,0.1395,0.2191,0.2427,0.2424,0.2702,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0401,0.0641,0.0579,0.1165,0.2026,0.2286,0.2218,0.252,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.0292,0.0539,0.0432,0.1146,0.2121,0.2375,0.2292,0.2592,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.0569,0.0849,0.0873,0.1395,0.2191,0.2427,0.2424,0.2702,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.028,0.0539,0.0446,0.1146,0.2121,0.2375,0.235,0.2592,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0639,0.0978,0.0888,0.1384,0.2593,0.2815,0.27,0.3076,5,,,
0.0623,0.0868,0.0968,0.1367,0.2163,0.2369,0.2326,0.2595,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0291,0.0512,0.0458,0.1172,0.2104,0.2391,0.2254,0.2657,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0589,0.0808,0.0895,0.1361,0.22,0.2387,0.2286,0.2639,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0292,0.0539,0.0432,0.1146,0.2121,0.2375,0.2292,0.2592,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0471,0.0815,0.0738,0.1335,0.2088,0.2376,0.2378,0.2586,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.0623,0.0868,0.0968,0.1367,0.2163,0.2369,0.2326,0.2595,5,,,
0.0377,0.0648,0.0572,0.1165,0.2026,0.2286,0.2186,0.252,5,,,
0.0623,0.0868,0.0968,0.1367,0.2163,0.2369,0.2326,0.2595,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0349,0.0614,0.0575,0.1125,0.1961,0.2221,0.214,0.244,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0288,0.0586,0.0531,0.1198,0.2213,0.2408,0.2316,0.2661,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0349,0.0614,0.0575,0.1125,0.1961,0.2221,0.214,0.244,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0365,0.0631,0.0565,0.1125,0.1961,0.2221,0.218,0.244,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0623,0.0868,0.0968,0.1367,0.2163,0.2369,0.2326,0.2595,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0589,0.0808,0.0895,0.1361,0.22,0.2387,0.2286,0.2639,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0546,0.0854,0.0811,0.1335,0.2088,0.2376,0.2382,0.2586,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0377,0.0648,0.0572,0.1165,0.2026,0.2286,0.2186,0.252,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0569,0.0849,0.0873,0.1395,0.2191,0.2427,0.2424,0.2702,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0292,0.0539,0.0432,0.1146,0.2121,0.2375,0.2292,0.2592,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0349,0.0614,0.0575,0.1125,0.1961,0.2221,0.214,0.244,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0288,0.0586,0.0531,0.1198,0.2213,0.2408,0.2316,0.2661,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0589,0.0808,0.0895,0.1361,0.22,0.2387,0.2286,0.2639,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0377,0.0648,0.0572,0.1165,0.2026,0.2286,0.2186,0.252,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0401,0.0641,0.0579,0.1165,0.2026,0.2286,0.2218,0.252,5,,,
0.033,0.0594,0.048,0.1232,0.2538,0.2785,0.2676,0.3077,5,,,
0.0288,0.0586,0.0531,0.1198,0.2213,0.2408,0.2316,0.2661,5,,,
0.0401,0.0641,0.0579,0.1165,0.2026,0.2286,0.2218,0.252,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.0471,0.0815,0.0738,0.1335,0.2088,0.2376,0.2378,0.2586,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0639,0.0978,0.0888,0.1384,0.2593,0.2815,0.27,0.3076,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0401,0.0641,0.0579,0.1165,0.2026,0.2286,0.2218,0.252,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0546,0.0854,0.0811,0.1335,0.2088,0.2376,0.2382,0.2586,5,,,
0.0546,0.0854,0.0811,0.1335,0.2088,0.2376,0.2382,0.2586,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0288,0.0586,0.0531,0.1198,0.2213,0.2408,0.2316,0.2661,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0288,0.0586,0.0531,0.1198,0.2213,0.2408,0.2316,0.2661,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0639,0.0978,0.0888,0.1384,0.2593,0.2815,0.27,0.3076,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0401,0.0641,0.0579,0.1165,0.2026,0.2286,0.2218,0.252,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0348,0.0658,0.0519,0.1232,0.2538,0.2785,0.2676,0.3077,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0377,0.0648,0.0572,0.1165,0.2026,0.2286,0.2186,0.252,5,,,
0.0377,0.0648,0.0572,0.1165,0.2026,0.2286,0.2186,0.252,5,,,
0.0349,0.0614,0.0575,0.1125,0.1961,0.2221,0.214,0.244,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.03,0.0626,0.0566,0.1222,0.2175,0.24,0.2414,0.2722,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0557,0.0862,0.0813,0.1389,0.2297,0.2468,0.246,0.2792,5,,,
0.0401,0.0641,0.0579,0.1165,0.2026,0.2286,0.2218,0.252,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0294,0.0571,0.0478,0.1198,0.2213,0.2408,0.228,0.2661,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0372,0.0628,0.0599,0.1125,0.1961,0.2221,0.2166,0.244,5,,,
0.0589,0.0808,0.0895,0.1361,0.22,0.2387,0.2286,0.2639,5,,,
0.0288,0.0586,0.0531,0.1198,0.2213,0.2408,0.2316,0.2661,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0364,0.0609,0.061,0.1165,0.2026,0.2286,0.2202,0.252,5,,,
0.0569,0.0849,0.0873,0.1395,0.2191,0.2427,0.2424,0.2702,5,,,
0.0301,0.0612,0.0526,0.1172,0.2104,0.2391,0.223,0.2657,5,,,
0.0292,0.0539,0.0432,0.1146,0.2121,0.2375,0.2292,0.2592,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0589,0.0808,0.0895,0.1361,0.22,0.2387,0.2286,0.2639,5,,,
0.0292,0.0539,0.0432,0.1146,0.2121,0.2375,0.2292,0.2592,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0322,0.0622,0.0543,0.1125,0.1961,0.2221,0.2066,0.244,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0351,0.0633,0.0551,0.1222,0.2175,0.24,0.2302,0.2722,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0348,0.0658,0.0519,0.1232,0.2538,0.2785,0.2676,0.3077,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0471,0.0815,0.0738,0.1335,0.2088,0.2376,0.2378,0.2586,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0601,0.0996,0.0926,0.1367,0.2163,0.2369,0.2436,0.2595,5,,,
0.0342,0.0562,0.0515,0.1146,0.2121,0.2375,0.2288,0.2592,5,,,
0.0306,0.0602,0.0506,0.1198,0.2213,0.2408,0.2366,0.2661,5,,,
0.0291,0.0512,0.0458,0.1172,0.2104,0.2391,0.2254,0.2657,5,,,
0.0282,0.0533,0.0475,0.1172,0.2104,0.2391,0.2306,0.2657,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0348,0.0658,0.0519,0.1232,0.2538,0.2785,0.2676,0.3077,5,,,
0.035,0.0588,0.0598,0.1165,0.2026,0.2286,0.2172,0.252,5,,,
0.0546,0.0854,0.0811,0.1335,0.2088,0.2376,0.2382,0.2586,5,,,
0.0702,0.0902,0.1044,0.1361,0.22,0.2387,0.2426,0.2639,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0303,0.065,0.0539,0.1172,0.2104,0.2391,0.23,0.2657,5,,,
0.0318,0.0558,0.0522,0.1198,0.2213,0.2408,0.2398,0.2661,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.0343,0.0557,0.0549,0.1146,0.2121,0.2375,0.2338,0.2592,5,,,
0.0377,0.0648,0.0572,0.1165,0.2026,0.2286,0.2186,0.252,5,,,
0.0546,0.0854,0.0811,0.1335,0.2088,0.2376,0.2382,0.2586,5,,,
0.0321,0.0617,0.055,0.1222,0.2175,0.24,0.2496,0.2722,5,,,
0.052,0.096,0.0847,0.1389,0.2297,0.2468,0.2478,0.2792,5,,,
0.0469,0.0766,0.0744,0.1296,0.223,0.2439,0.2298,0.2615,5,,,
0.0291,0.0512,0.0458,0.1172,0.2104,0.2391,0.2254,0.2657,5,,,
0.0607,0.0845,0.0927,0.1395,0.2191,0.2427,0.2552,0.2702,5,,,
0.0419,0.0771,0.0686,0.1296,0.223,0.2439,0.2358,0.2615,5,,,
0.0369,0.0599,0.0541,0.1222,0.2175,0.24,0.2332,0.2722,5,,,
