B2,B3,B4,B5,B6,B7,B8,B8A,CLASSNAME,,,
0.1072,0.1569,0.2122,0.237,0.2354,0.2476,0.1558,0.0991,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.0965,0.1617,0.2211,0.2537,0.2642,0.2583,0.1508,0.0975,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.1003,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.116,0.1802,0.2098,0.2288,0.2156,0.243,0.1344,0.0897,1,,,
0.1578,0.1889,0.2149,0.2358,0.2444,0.2585,0.1998,0.1564,1,,,
0.115,0.1639,0.244,0.2813,0.2272,0.2962,0.1753,0.1194,1,,,
0.1072,0.1569,0.2122,0.237,0.2354,0.2476,0.1558,0.0991,1,,,
0.1274,0.1889,0.2149,0.2358,0.2364,0.2585,0.1998,0.1564,1,,,
0.1224,0.1802,0.2098,0.2288,0.2248,0.243,0.1344,0.0897,1,,,
0.1072,0.1569,0.2122,0.237,0.2354,0.2476,0.1558,0.0991,1,,,
0.129,0.1887,0.219,0.2365,0.2612,0.2618,0.1755,0.1292,1,,,
0.1188,0.1887,0.2055,0.2228,0.2136,0.2319,0.1312,0.0944,1,,,
0.0965,0.1617,0.2211,0.2537,0.2642,0.2583,0.1508,0.0975,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.0959,0.1617,0.2211,0.2537,0.2646,0.2583,0.1508,0.0975,1,,,
0.1244,0.1887,0.219,0.2365,0.2364,0.2618,0.1755,0.1292,1,,,
0.1152,0.1802,0.2098,0.2288,0.221,0.243,0.1344,0.0897,1,,,
0.129,0.1887,0.219,0.2365,0.2612,0.2618,0.1755,0.1292,1,,,
0.119,0.184,0.2197,0.2396,0.2272,0.2498,0.1652,0.1288,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.1003,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.0959,0.1617,0.2211,0.2537,0.2646,0.2583,0.1508,0.0975,1,,,
0.1244,0.1887,0.219,0.2365,0.2364,0.2618,0.1755,0.1292,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.0941,0.1562,0.2194,0.2604,0.269,0.2802,0.1509,0.0957,1,,,
0.115,0.1639,0.244,0.2813,0.2272,0.2962,0.1753,0.1194,1,,,
0.1216,0.184,0.2197,0.2396,0.2258,0.2498,0.1652,0.1288,1,,,
0.1274,0.1889,0.2149,0.2358,0.2364,0.2585,0.1998,0.1564,1,,,
0.1224,0.1802,0.2098,0.2288,0.2248,0.243,0.1344,0.0897,1,,,
0.129,0.1887,0.219,0.2365,0.2612,0.2618,0.1755,0.1292,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.119,0.184,0.2197,0.2396,0.2272,0.2498,0.1652,0.1288,1,,,
0.1122,0.1617,0.2211,0.2537,0.2136,0.2583,0.1508,0.0975,1,,,
0.1152,0.1887,0.2055,0.2228,0.2098,0.2319,0.1312,0.0944,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.1224,0.1802,0.2098,0.2288,0.2248,0.243,0.1344,0.0897,1,,,
0.126,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.1166,0.1887,0.2055,0.2228,0.224,0.2319,0.1312,0.0944,1,,,
0.1118,0.1639,0.244,0.2813,0.2986,0.2962,0.1753,0.1194,1,,,
0.1274,0.1889,0.2149,0.2358,0.2364,0.2585,0.1998,0.1564,1,,,
0.1152,0.1887,0.2055,0.2228,0.2212,0.2319,0.1312,0.0944,1,,,
0.0959,0.1617,0.2211,0.2537,0.2646,0.2583,0.1508,0.0975,1,,,
0.1188,0.1887,0.2055,0.2228,0.2136,0.2319,0.1312,0.0944,1,,,
0.1122,0.1617,0.2211,0.2537,0.2136,0.2583,0.1508,0.0975,1,,,
0.1224,0.1802,0.2098,0.2288,0.2248,0.243,0.1344,0.0897,1,,,
0.1202,0.1802,0.2098,0.2288,0.2228,0.243,0.1344,0.0897,1,,,
0.0965,0.1617,0.2211,0.2537,0.2642,0.2583,0.1508,0.0975,1,,,
0.126,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.115,0.1639,0.244,0.2813,0.2272,0.2962,0.1753,0.1194,1,,,
0.1152,0.1802,0.2098,0.2288,0.221,0.243,0.1344,0.0897,1,,,
0.1244,0.1887,0.219,0.2365,0.2364,0.2618,0.1755,0.1292,1,,,
0.1152,0.1802,0.2098,0.2288,0.221,0.243,0.1344,0.0897,1,,,
0.1166,0.1887,0.2055,0.2228,0.224,0.2319,0.1312,0.0944,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1122,0.1617,0.2211,0.2537,0.2136,0.2583,0.1508,0.0975,1,,,
0.1166,0.1887,0.2055,0.2228,0.224,0.2319,0.1312,0.0944,1,,,
0.1224,0.1802,0.2098,0.2288,0.2248,0.243,0.1344,0.0897,1,,,
0.1152,0.1802,0.2098,0.2288,0.221,0.243,0.1344,0.0897,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.1274,0.1889,0.2149,0.2358,0.2364,0.2585,0.1998,0.1564,1,,,
0.1332,0.184,0.2197,0.2396,0.2222,0.2498,0.1652,0.1288,1,,,
0.1166,0.1887,0.2055,0.2228,0.224,0.2319,0.1312,0.0944,1,,,
0.1442,0.1887,0.219,0.2365,0.2472,0.2618,0.1755,0.1292,1,,,
0.1274,0.1889,0.2149,0.2358,0.2364,0.2585,0.1998,0.1564,1,,,
0.11,0.1562,0.2194,0.2604,0.2176,0.2802,0.1509,0.0957,1,,,
0.0965,0.1617,0.2211,0.2537,0.2642,0.2583,0.1508,0.0975,1,,,
0.1152,0.1887,0.2055,0.2228,0.2212,0.2319,0.1312,0.0944,1,,,
0.1274,0.1889,0.2149,0.2358,0.2364,0.2585,0.1998,0.1564,1,,,
0.1188,0.1887,0.2055,0.2228,0.2136,0.2319,0.1312,0.0944,1,,,
0.0959,0.1617,0.2211,0.2537,0.2646,0.2583,0.1508,0.0975,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.0941,0.1562,0.2194,0.2604,0.269,0.2802,0.1509,0.0957,1,,,
0.1442,0.1887,0.219,0.2365,0.2472,0.2618,0.1755,0.1292,1,,,
0.1152,0.1887,0.2055,0.2228,0.2212,0.2319,0.1312,0.0944,1,,,
0.1003,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.1244,0.1887,0.219,0.2365,0.2364,0.2618,0.1755,0.1292,1,,,
0.11,0.1562,0.2194,0.2604,0.2176,0.2802,0.1509,0.0957,1,,,
0.1202,0.1802,0.2098,0.2288,0.2228,0.243,0.1344,0.0897,1,,,
0.1152,0.1887,0.2055,0.2228,0.2098,0.2319,0.1312,0.0944,1,,,
0.0941,0.1562,0.2194,0.2604,0.269,0.2802,0.1509,0.0957,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1174,0.182,0.2086,0.2299,0.2236,0.2498,0.1654,0.1176,1,,,
0.1152,0.1802,0.2098,0.2288,0.221,0.243,0.1344,0.0897,1,,,
0.1244,0.1887,0.219,0.2365,0.2364,0.2618,0.1755,0.1292,1,,,
0.126,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.0965,0.1617,0.2211,0.2537,0.2642,0.2583,0.1508,0.0975,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.11,0.1562,0.2194,0.2604,0.2176,0.2802,0.1509,0.0957,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.115,0.1639,0.244,0.2813,0.2272,0.2962,0.1753,0.1194,1,,,
0.1244,0.1887,0.219,0.2365,0.2364,0.2618,0.1755,0.1292,1,,,
0.0941,0.1562,0.2194,0.2604,0.269,0.2802,0.1509,0.0957,1,,,
0.0941,0.1562,0.2194,0.2604,0.269,0.2802,0.1509,0.0957,1,,,
0.1003,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.1202,0.1802,0.2098,0.2288,0.2228,0.243,0.1344,0.0897,1,,,
0.1188,0.1887,0.2055,0.2228,0.2136,0.2319,0.1312,0.0944,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1216,0.184,0.2197,0.2396,0.2258,0.2498,0.1652,0.1288,1,,,
0.119,0.184,0.2197,0.2396,0.2272,0.2498,0.1652,0.1288,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1003,0.1639,0.244,0.2813,0.2722,0.2962,0.1753,0.1194,1,,,
0.1244,0.1887,0.219,0.2365,0.2364,0.2618,0.1755,0.1292,1,,,
0.0969,0.1562,0.2194,0.2604,0.2808,0.2802,0.1509,0.0957,1,,,
0.1224,0.1802,0.2098,0.2288,0.2248,0.243,0.1344,0.0897,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.119,0.184,0.2197,0.2396,0.2272,0.2498,0.1652,0.1288,1,,,
0.116,0.1802,0.2098,0.2288,0.2156,0.243,0.1344,0.0897,1,,,
0.116,0.1802,0.2098,0.2288,0.2156,0.243,0.1344,0.0897,1,,,
0.116,0.1802,0.2098,0.2288,0.2156,0.243,0.1344,0.0897,1,,,
0.1174,0.182,0.2086,0.2299,0.2236,0.2498,0.1654,0.1176,1,,,
0.116,0.1802,0.2098,0.2288,0.2156,0.243,0.1344,0.0897,1,,,
0.1332,0.184,0.2197,0.2396,0.2222,0.2498,0.1652,0.1288,1,,,
0.1152,0.1887,0.2055,0.2228,0.2098,0.2319,0.1312,0.0944,1,,,
0.1152,0.1802,0.2098,0.2288,0.221,0.243,0.1344,0.0897,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.1188,0.1887,0.2055,0.2228,0.2136,0.2319,0.1312,0.0944,1,,,
0.1152,0.1887,0.2055,0.2228,0.2098,0.2319,0.1312,0.0944,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.1152,0.1887,0.2055,0.2228,0.2098,0.2319,0.1312,0.0944,1,,,
0.1152,0.1887,0.2055,0.2228,0.2212,0.2319,0.1312,0.0944,1,,,
0.0959,0.1617,0.2211,0.2537,0.2646,0.2583,0.1508,0.0975,1,,,
0.116,0.1802,0.2098,0.2288,0.2156,0.243,0.1344,0.0897,1,,,
0.115,0.1639,0.244,0.2813,0.2272,0.2962,0.1753,0.1194,1,,,
0.1072,0.1569,0.2122,0.237,0.2354,0.2476,0.1558,0.0991,1,,,
0.119,0.184,0.2197,0.2396,0.2272,0.2498,0.1652,0.1288,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.1188,0.1887,0.2055,0.2228,0.2136,0.2319,0.1312,0.0944,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1274,0.1889,0.2149,0.2358,0.2364,0.2585,0.1998,0.1564,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.1442,0.1887,0.219,0.2365,0.2472,0.2618,0.1755,0.1292,1,,,
0.116,0.1802,0.2098,0.2288,0.2156,0.243,0.1344,0.0897,1,,,
0.1192,0.182,0.2086,0.2299,0.221,0.2498,0.1654,0.1176,1,,,
0.1186,0.1617,0.2211,0.2537,0.215,0.2583,0.1508,0.0975,1,,,
0.1442,0.1887,0.219,0.2365,0.2472,0.2618,0.1755,0.1292,1,,,
0.1216,0.184,0.2197,0.2396,0.2258,0.2498,0.1652,0.1288,1,,,
0.1118,0.1639,0.244,0.2813,0.2986,0.2962,0.1753,0.1194,1,,,
0.1442,0.1887,0.219,0.2365,0.2472,0.2618,0.1755,0.1292,1,,,
0.0887,0.1462,0.2312,0.265,0.2886,0.2879,0.1697,0.1054,1,,,
0.1174,0.182,0.2086,0.2299,0.2236,0.2498,0.1654,0.1176,1,,,
0.1166,0.1887,0.2055,0.2228,0.224,0.2319,0.1312,0.0944,1,,,
0.1122,0.1617,0.2211,0.2537,0.2136,0.2583,0.1508,0.0975,1,,,
0.0959,0.1617,0.2211,0.2537,0.2646,0.2583,0.1508,0.0975,1,,,
0.1122,0.1617,0.2211,0.2537,0.2136,0.2583,0.1508,0.0975,1,,,
0.1224,0.1802,0.2098,0.2288,0.2248,0.243,0.1344,0.0897,1,,,
0.1166,0.1887,0.2055,0.2228,0.224,0.2319,0.1312,0.0944,1,,,
0.1578,0.1889,0.2149,0.2358,0.2444,0.2585,0.1998,0.1564,1,,,
0.1282,0.182,0.2086,0.2299,0.227,0.2498,0.1654,0.1176,1,,,
0.0969,0.1562,0.2194,0.2604,0.2808,0.2802,0.1509,0.0957,1,,,
0.1188,0.1887,0.2055,0.2228,0.2136,0.2319,0.1312,0.0944,1,,,
0.1152,0.1887,0.2055,0.2228,0.2098,0.2319,0.1312,0.0944,1,,,
0.1232,0.1887,0.219,0.2365,0.2266,0.2618,0.1755,0.1292,1,,,
0.11,0.1562,0.2194,0.2604,0.2176,0.2802,0.1509,0.0957,1,,,
0.1174,0.182,0.2086,0.2299,0.2236,0.2498,0.1654,0.1176,1,,,
0.1202,0.1562,0.2194,0.2604,0.2242,0.2802,0.1509,0.0957,1,,,
0.1152,0.1887,0.2055,0.2228,0.2098,0.2319,0.1312,0.0944,1,,,
0.1578,0.1889,0.2149,0.2358,0.2444,0.2585,0.1998,0.1564,1,,,
0.1158,0.194,0.3026,0.348,0.382,0.3437,0.2631,0.1949,2,,,
0.1168,0.1805,0.3035,0.358,0.3826,0.3622,0.2393,0.1618,2,,,
0.1316,0.1875,0.2706,0.3116,0.325,0.3168,0.2542,0.1899,2,,,
0.1604,0.194,0.3026,0.348,0.3018,0.3437,0.2631,0.1949,2,,,
0.1618,0.194,0.3026,0.348,0.2966,0.3437,0.2631,0.1949,2,,,
0.1606,0.1915,0.2983,0.3332,0.2836,0.3432,0.2497,0.1863,2,,,
0.1262,0.18,0.3154,0.3625,0.3732,0.3874,0.2531,0.1722,2,,,
0.1604,0.194,0.3026,0.348,0.3018,0.3437,0.2631,0.1949,2,,,
0.1622,0.1875,0.2706,0.3116,0.2802,0.3168,0.2542,0.1899,2,,,
0.1844,0.209,0.2323,0.2523,0.2464,0.2654,0.2582,0.227,2,,,
0.1592,0.1915,0.2983,0.3332,0.2952,0.3432,0.2497,0.1863,2,,,
0.1604,0.194,0.3026,0.348,0.3018,0.3437,0.2631,0.1949,2,,,
0.1158,0.194,0.3026,0.348,0.382,0.3437,0.2631,0.1949,2,,,
0.1158,0.194,0.3026,0.348,0.382,0.3437,0.2631,0.1949,2,,,
0.1448,0.1951,0.2557,0.2743,0.2858,0.2931,0.2325,0.178,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.0818,0.1369,0.2744,0.3308,0.343,0.3262,0.2172,0.141,2,,,
0.1168,0.1714,0.2785,0.3105,0.3648,0.325,0.2159,0.1553,2,,,
0.1588,0.2006,0.2646,0.2798,0.2612,0.2977,0.2306,0.1823,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1278,0.1789,0.2185,0.237,0.2326,0.2418,0.2343,0.2013,2,,,
0.1508,0.2161,0.2456,0.2684,0.2458,0.2672,0.2148,0.1872,2,,,
0.1456,0.2131,0.2381,0.2626,0.2322,0.2588,0.2274,0.195,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.1688,0.2161,0.2456,0.2684,0.242,0.2672,0.2148,0.1872,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1614,0.1798,0.2446,0.2551,0.2272,0.2761,0.2082,0.1604,2,,,
0.1456,0.2131,0.2381,0.2626,0.2322,0.2588,0.2274,0.195,2,,,
0.0969,0.1522,0.2692,0.3171,0.32,0.3346,0.2256,0.1582,2,,,
0.1648,0.2316,0.2576,0.2736,0.251,0.2747,0.2236,0.1897,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1456,0.2131,0.2381,0.2626,0.2322,0.2588,0.2274,0.195,2,,,
0.1588,0.2006,0.2646,0.2798,0.2612,0.2977,0.2306,0.1823,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.1508,0.2161,0.2456,0.2684,0.2458,0.2672,0.2148,0.1872,2,,,
0.1614,0.1798,0.2446,0.2551,0.2272,0.2761,0.2082,0.1604,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1456,0.2131,0.2381,0.2626,0.2322,0.2588,0.2274,0.195,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.0969,0.1522,0.2692,0.3171,0.32,0.3346,0.2256,0.1582,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1648,0.2316,0.2576,0.2736,0.251,0.2747,0.2236,0.1897,2,,,
0.1516,0.1798,0.2446,0.2551,0.2852,0.2761,0.2082,0.1604,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.097,0.1468,0.2775,0.3522,0.327,0.3356,0.2156,0.1405,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.1168,0.1714,0.2785,0.3105,0.3648,0.325,0.2159,0.1553,2,,,
0.158,0.1714,0.2785,0.3105,0.313,0.325,0.2159,0.1553,2,,,
0.1682,0.2316,0.2576,0.2736,0.243,0.2747,0.2236,0.1897,2,,,
0.1168,0.1714,0.2785,0.3105,0.3648,0.325,0.2159,0.1553,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.1588,0.2006,0.2646,0.2798,0.2612,0.2977,0.2306,0.1823,2,,,
0.1278,0.1789,0.2185,0.237,0.2326,0.2418,0.2343,0.2013,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.1134,0.1527,0.2591,0.2971,0.2708,0.3066,0.2131,0.1484,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.0836,0.1522,0.2692,0.3171,0.3816,0.3346,0.2256,0.1582,2,,,
0.1516,0.1798,0.2446,0.2551,0.2852,0.2761,0.2082,0.1604,2,,,
0.084,0.1468,0.2775,0.3522,0.3442,0.3356,0.2156,0.1405,2,,,
0.0969,0.1522,0.2692,0.3171,0.32,0.3346,0.2256,0.1582,2,,,
0.1516,0.1798,0.2446,0.2551,0.2852,0.2761,0.2082,0.1604,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.097,0.1468,0.2775,0.3522,0.327,0.3356,0.2156,0.1405,2,,,
0.1134,0.1527,0.2591,0.2971,0.2708,0.3066,0.2131,0.1484,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1682,0.2316,0.2576,0.2736,0.243,0.2747,0.2236,0.1897,2,,,
0.1588,0.2006,0.2646,0.2798,0.2612,0.2977,0.2306,0.1823,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1614,0.1798,0.2446,0.2551,0.2272,0.2761,0.2082,0.1604,2,,,
0.1456,0.2131,0.2381,0.2626,0.2322,0.2588,0.2274,0.195,2,,,
0.1508,0.2161,0.2456,0.2684,0.2458,0.2672,0.2148,0.1872,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1456,0.2131,0.2381,0.2626,0.2322,0.2588,0.2274,0.195,2,,,
0.1614,0.1798,0.2446,0.2551,0.2272,0.2761,0.2082,0.1604,2,,,
0.1278,0.1789,0.2185,0.237,0.2326,0.2418,0.2343,0.2013,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1168,0.1714,0.2785,0.3105,0.3648,0.325,0.2159,0.1553,2,,,
0.1168,0.1714,0.2785,0.3105,0.3648,0.325,0.2159,0.1553,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.1278,0.1789,0.2185,0.237,0.2326,0.2418,0.2343,0.2013,2,,,
0.1682,0.2316,0.2576,0.2736,0.243,0.2747,0.2236,0.1897,2,,,
0.0818,0.1369,0.2744,0.3308,0.343,0.3262,0.2172,0.141,2,,,
0.097,0.1468,0.2775,0.3522,0.327,0.3356,0.2156,0.1405,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.0836,0.1522,0.2692,0.3171,0.3816,0.3346,0.2256,0.1582,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.158,0.1714,0.2785,0.3105,0.313,0.325,0.2159,0.1553,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.121,0.1594,0.2209,0.2381,0.241,0.2523,0.2253,0.1772,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.0818,0.1369,0.2744,0.3308,0.343,0.3262,0.2172,0.141,2,,,
0.0836,0.1522,0.2692,0.3171,0.3816,0.3346,0.2256,0.1582,2,,,
0.1688,0.2161,0.2456,0.2684,0.242,0.2672,0.2148,0.1872,2,,,
0.121,0.1594,0.2209,0.2381,0.241,0.2523,0.2253,0.1772,2,,,
0.0818,0.1369,0.2744,0.3308,0.343,0.3262,0.2172,0.141,2,,,
0.097,0.1468,0.2775,0.3522,0.327,0.3356,0.2156,0.1405,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.158,0.1714,0.2785,0.3105,0.313,0.325,0.2159,0.1553,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1648,0.2316,0.2576,0.2736,0.251,0.2747,0.2236,0.1897,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.0969,0.1522,0.2692,0.3171,0.32,0.3346,0.2256,0.1582,2,,,
0.1278,0.1789,0.2185,0.237,0.2326,0.2418,0.2343,0.2013,2,,,
0.1456,0.2131,0.2381,0.2626,0.2322,0.2588,0.2274,0.195,2,,,
0.1278,0.1789,0.2185,0.237,0.2326,0.2418,0.2343,0.2013,2,,,
0.1516,0.1798,0.2446,0.2551,0.2852,0.2761,0.2082,0.1604,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.0969,0.1522,0.2692,0.3171,0.32,0.3346,0.2256,0.1582,2,,,
0.1278,0.1789,0.2185,0.237,0.2326,0.2418,0.2343,0.2013,2,,,
0.158,0.1714,0.2785,0.3105,0.313,0.325,0.2159,0.1553,2,,,
0.1682,0.2316,0.2576,0.2736,0.243,0.2747,0.2236,0.1897,2,,,
0.0969,0.1522,0.2692,0.3171,0.32,0.3346,0.2256,0.1582,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.0836,0.1522,0.2692,0.3171,0.3816,0.3346,0.2256,0.1582,2,,,
0.1508,0.2161,0.2456,0.2684,0.2458,0.2672,0.2148,0.1872,2,,,
0.1272,0.1789,0.2185,0.237,0.2166,0.2418,0.2343,0.2013,2,,,
0.1688,0.2161,0.2456,0.2684,0.242,0.2672,0.2148,0.1872,2,,,
0.1516,0.1798,0.2446,0.2551,0.2852,0.2761,0.2082,0.1604,2,,,
0.1332,0.1798,0.2446,0.2551,0.236,0.2761,0.2082,0.1604,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.084,0.1468,0.2775,0.3522,0.3442,0.3356,0.2156,0.1405,2,,,
0.1614,0.1798,0.2446,0.2551,0.2272,0.2761,0.2082,0.1604,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.1328,0.1798,0.2446,0.2551,0.2548,0.2761,0.2082,0.1604,2,,,
0.1576,0.1714,0.2785,0.3105,0.2426,0.325,0.2159,0.1553,2,,,
0.1614,0.1798,0.2446,0.2551,0.2272,0.2761,0.2082,0.1604,2,,,
0.1168,0.1714,0.2785,0.3105,0.3648,0.325,0.2159,0.1553,2,,,
0.1508,0.2161,0.2456,0.2684,0.2458,0.2672,0.2148,0.1872,2,,,
0.1516,0.1798,0.2446,0.2551,0.2852,0.2761,0.2082,0.1604,2,,,
0.1234,0.1714,0.2785,0.3105,0.3002,0.325,0.2159,0.1553,2,,,
